reviewerID,first_interaction,last_interaction,frequency,monetary,avg_rating,distinct_categories,recency,customer_age_T,r_score,f_score,m_score,rfm_segment,rfm_composite_score,cluster,pca_x,pca_y,pca_z,is_outlier,centroid_distance,clv_pred,p_active,churn_probability,expected_transactions_1y,projected_clv_1y,churn_risk_level,persona,priority_level,marketing_strategy,preferred_channel,discount_incentive
A000324J,2024-02-09,2025-12-31,11,1302.6,4.090909090909091,11,1,692,5,4,4,544,4.4,2,1.345,0.6787,-0.8443,False,1.006,505.5,0.766,0.234,4.45,487.47,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000325M,2024-01-18,2024-11-20,3,495.40999999999997,2.6666666666666665,3,407,714,1,1,2,112,1.2999999999999998,1,-2.0897,-1.0108,-0.2754,False,1.644,19.89,0.458,0.542,0.7,107.42,Medium,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000326E,2024-01-02,2025-02-26,14,1429.8,3.142857142857143,14,309,730,2,4,4,244,3.2,0,0.0101,-1.6961,0.2244,False,0.752,55.71,0.05,0.95,0.35,33.1,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000327X,2025-07-26,2025-12-31,4,495.33000000000004,4.25,4,1,159,5,2,2,522,3.2,2,0.0819,1.7305,-0.8177,False,0.901,1267.18,0.765,0.235,7.02,805.35,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000328R,2024-03-28,2025-02-28,9,1099.07,2.3333333333333335,9,307,644,2,3,3,233,2.5999999999999996,0,-0.9305,-2.0983,-0.5798,False,1.541,60.7,0.097,0.903,0.49,55.88,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000329C,2025-08-19,2025-12-09,8,1262.86,3.75,8,23,135,3,3,4,334,3.3,2,0.3674,-0.1191,-0.2336,False,1.129,1594.31,0.527,0.473,11.41,1667.3,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000330C,2024-01-09,2025-12-12,16,2196.14,4.0,16,20,723,4,5,5,455,4.6,3,1.4164,-0.4479,0.0286,False,0.48,601.54,0.7,0.3,5.65,718.31,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000331C,2024-01-01,2025-12-24,16,1531.6,3.9375,16,8,731,4,5,4,454,4.3,3,1.3399,-0.1263,-0.3761,False,0.58,478.33,0.743,0.257,5.93,525.89,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000332C,2024-02-06,2025-02-23,7,908.81,2.7142857142857144,7,312,695,2,2,3,223,2.3,0,-1.0391,-1.5456,-0.2454,False,1.069,48.07,0.212,0.788,0.78,93.61,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000333P,2025-09-19,2025-12-28,12,1379.54,4.166666666666667,12,4,104,4,4,4,444,4.0,3,1.2938,0.4358,-0.4131,False,0.771,2037.91,0.697,0.303,29.33,3122.5,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000334D,2025-09-08,2025-12-30,16,2053.0,4.75,16,2,115,5,5,5,555,5.0,3,2.1905,0.7867,-0.0204,False,1.007,2680.49,0.727,0.273,36.9,4383.79,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000335Z,2025-09-04,2025-12-25,23,3360.42,4.086956521739131,23,7,119,4,5,5,455,4.6,3,2.2277,-0.4878,-0.2093,False,0.853,4477.11,0.599,0.401,31.22,4223.16,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000336Z,2025-09-04,2025-12-27,13,1567.98,4.6923076923076925,13,5,119,4,4,4,444,4.0,3,1.6784,0.7743,0.1609,False,0.795,2116.94,0.682,0.318,27.19,3037.06,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000337M,2025-07-08,2025-07-25,2,302.07,3.0,2,160,177,2,1,1,211,1.4000000000000001,1,-2.2656,-0.0847,-0.3709,False,0.842,367.36,0.439,0.561,1.81,253.05,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000338E,2024-05-10,2025-03-13,10,1200.5,3.4,10,294,601,2,3,3,233,2.5999999999999996,0,-0.2154,-1.1975,0.4125,False,0.217,76.73,0.062,0.938,0.38,41.98,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000339T,2025-09-11,2025-12-31,8,1147.25,4.25,8,1,112,5,3,3,533,3.8,2,1.1054,1.041,-0.7244,False,0.763,1866.04,0.758,0.242,19.77,2624.79,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000340B,2025-09-02,2025-12-22,20,2239.46,4.65,20,10,121,4,5,5,455,4.6,3,2.0941,0.1942,0.4047,False,0.602,2679.75,0.514,0.486,26.82,2780.26,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000341U,2025-09-17,2025-12-31,5,565.48,3.4,5,1,106,5,2,2,522,3.2,2,-0.1342,0.7899,-1.5905,False,0.964,1476.25,0.762,0.238,13.11,1373.38,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000342T,2025-08-02,2025-09-20,4,488.24,3.25,4,103,152,3,2,2,322,2.4000000000000004,1,-1.3048,-0.231,-0.2387,False,1.381,627.44,0.275,0.725,2.64,298.74,High,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000343T,2024-02-10,2025-10-24,15,1824.32,3.8,15,69,691,3,5,5,355,4.2,3,0.8854,-0.8377,0.2875,False,1.101,391.14,0.5,0.5,3.97,446.52,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000344L,2025-06-27,2025-12-31,6,743.5699999999999,3.3333333333333335,6,1,188,5,2,2,522,3.2,2,0.1319,0.5249,-1.6251,False,0.954,1312.92,0.764,0.236,8.9,1021.17,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000345X,2024-01-29,2025-08-24,9,1107.06,3.7777777777777777,9,130,703,2,3,3,233,2.5999999999999996,0,0.028,-0.5466,0.4425,False,0.59,183.73,0.467,0.533,2.18,248.64,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000346D,2024-01-07,2025-01-14,12,1169.71,3.3333333333333335,12,352,725,1,4,3,143,2.5,0,-0.1628,-1.3891,0.4297,False,0.409,37.38,0.05,0.95,0.3,27.26,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000347P,2024-01-27,2025-02-12,13,1449.53,3.6153846153846154,13,323,705,1,4,4,144,2.8,0,0.2027,-1.2405,0.6786,False,0.656,54.2,0.05,0.95,0.34,34.74,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000348M,2025-09-12,2025-11-27,14,2141.93,4.142857142857143,14,35,111,3,4,5,345,3.9000000000000004,3,1.2552,-0.3786,0.3579,False,0.551,2246.65,0.089,0.911,4.08,577.45,High,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000349X,2024-04-21,2025-11-19,14,1579.83,4.214285714285714,14,43,620,3,4,4,344,3.6000000000000005,3,1.0612,-0.2358,0.4833,False,0.683,499.47,0.604,0.396,4.98,520.36,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000350P,2024-05-17,2025-02-28,14,1449.98,3.7142857142857144,14,307,594,2,4,4,244,3.2,0,0.3254,-1.175,0.7567,False,0.778,78.52,0.05,0.95,0.43,41.25,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000351Z,2025-08-25,2025-12-31,8,1085.77,3.5,8,1,129,5,3,3,533,3.8,2,0.6706,0.375,-1.4283,False,0.884,1744.63,0.76,0.24,17.19,2160.69,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000352B,2024-03-16,2024-03-16,1,179.05,5.0,1,656,656,1,1,1,111,1.0,1,-2.1679,1.8319,1.9755,False,2.219,3.47,0.599,0.401,0.33,55.23,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000353K,2024-03-12,2025-02-26,11,1653.79,2.3636363636363638,11,309,660,2,4,4,244,3.2,0,-0.5061,-2.3495,-0.5112,False,1.584,73.25,0.051,0.949,0.31,43.34,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000354V,2024-01-24,2025-11-24,10,1049.71,3.8,10,38,708,3,3,3,333,3.0,0,0.3469,-0.2355,0.0028,False,1.069,336.67,0.684,0.316,3.52,342.56,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000355K,2025-09-11,2025-12-24,15,1655.25,4.533333333333333,15,8,112,4,5,4,454,4.3,3,1.6546,0.4223,0.1808,False,0.445,2176.58,0.585,0.415,28.59,2921.36,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000356M,2024-01-14,2025-03-08,14,1593.75,3.142857142857143,14,299,718,2,4,4,244,3.2,0,0.0846,-1.7339,0.2184,False,0.82,66.12,0.05,0.95,0.36,37.51,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000357D,2025-09-16,2025-12-20,13,1699.1799999999998,4.615384615384615,13,12,107,4,4,4,444,4.0,3,1.5221,0.464,0.3901,False,0.553,2197.31,0.508,0.492,22.55,2728.6,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000358U,2025-08-05,2025-12-31,9,1152.36,4.222222222222222,9,1,149,5,3,3,533,3.8,2,1.1833,0.9543,-0.7423,False,0.826,1708.84,0.76,0.24,16.75,1986.0,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000359S,2024-04-22,2024-07-27,3,497.44,4.0,3,523,619,1,1,2,112,1.2999999999999998,1,-1.4285,0.1469,1.0664,False,1.353,11.03,0.304,0.696,0.54,82.6,High,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000360G,2025-08-09,2025-12-31,6,260.47,3.3333333333333335,6,1,145,5,2,1,521,2.9,2,-0.519,0.9733,-1.6878,False,1.277,1172.7,0.763,0.237,11.52,462.96,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000361E,2024-04-25,2025-11-03,8,1093.6000000000001,4.125,8,59,616,3,3,3,333,3.0,0,0.2826,0.0442,0.4593,False,1.222,370.19,0.643,0.357,3.05,385.6,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000362X,2024-02-18,2024-11-10,7,1114.38,2.142857142857143,7,417,683,1,2,3,123,1.9,0,-1.2793,-2.235,-0.6562,False,1.842,25.91,0.098,0.902,0.37,54.07,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000363R,2025-08-13,2025-12-25,5,634.91,4.0,5,7,141,4,2,2,422,2.8000000000000003,2,-0.0379,0.9243,-0.4918,False,0.488,1344.14,0.731,0.269,9.47,1112.96,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000364H,2025-09-23,2025-12-31,8,1088.28,4.0,8,1,100,5,3,3,533,3.8,2,0.9391,0.8337,-0.9611,False,0.61,1869.97,0.757,0.243,22.1,2784.03,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000365D,2024-01-27,2024-03-05,2,408.08,4.0,2,667,705,1,1,1,111,1.0,1,-1.8489,0.3287,1.1265,False,1.102,3.16,0.422,0.578,0.44,82.59,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000366M,2024-07-22,2025-12-30,10,918.78,4.0,10,2,528,5,3,3,533,3.8,2,0.9186,0.6859,-0.8011,False,0.589,624.91,0.763,0.237,5.28,448.77,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000367T,2024-04-12,2025-06-27,3,545.1700000000001,4.333333333333333,3,188,629,2,1,2,212,1.7000000000000002,1,-0.9759,0.6847,0.9925,False,1.619,115.61,0.618,0.382,1.08,181.14,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000368M,2024-08-19,2025-09-16,3,330.71000000000004,3.6666666666666665,3,107,500,3,1,1,311,1.8000000000000003,1,-1.5226,0.4339,0.1254,False,0.855,251.55,0.665,0.335,1.46,148.69,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000369D,2024-03-09,2025-03-07,13,956.5,4.461538461538462,13,300,663,2,4,3,243,2.9,0,0.4119,-0.265,1.416,False,1.507,56.51,0.05,0.95,0.36,24.38,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000370J,2025-09-07,2025-12-21,16,2120.03,4.4375,16,11,116,4,5,5,455,4.6,3,1.7476,0.1179,0.2207,False,0.218,2586.14,0.497,0.503,25.0,3067.03,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000371U,2025-09-05,2025-12-28,25,3441.21,4.6,25,4,118,4,5,5,455,4.6,3,2.6852,0.0534,0.0972,False,1.086,4720.4,0.678,0.322,35.33,4503.28,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000372H,2025-09-13,2025-12-20,23,2733.7400000000002,4.391304347826087,23,12,110,4,5,5,455,4.6,3,2.1583,-0.2484,0.2487,False,0.614,3344.19,0.457,0.543,23.84,2623.93,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
